home_team,away_team,model_home_prob,market_home_prob,home_diff,model_draw_prob,market_draw_prob,draw_diff,model_away_prob,market_away_prob,away_diff,abs_diff
Canada,Qatar,0.4377277810962949,0.7576156846210603,-0.3198879035247654,0.2554185732511336,0.1660166543691367,0.08940191888199689,0.3068536456525714,0.07636766100980288,0.2304859846427685,0.6397758070495309
Norway,France,0.0687979396871283,0.21203438395415472,-0.14323644426702642,0.1640386839088177,0.2578796561604584,-0.09384097225164068,0.767163376404054,0.5300859598853869,0.2370774165186671,0.4741548330373342
Norway,Senegal,0.2472027323881364,0.4433525465368988,-0.19614981414876242,0.24649831355258,0.27629216668241524,-0.029793853129835235,0.5062989540592835,0.28035528678068605,0.22594366727859744,0.4518873345571951
Panama,Croatia,0.0569219505570732,0.14782180654688654,-0.09089985598981334,0.1531494048380708,0.2457297563376815,-0.09258035149961069,0.789928644604856,0.6064484371154318,0.18348020748942417,0.36696041497884824
Iraq,Norway,0.1634565189022139,0.07267833109017496,0.09077818781203895,0.2212215260124659,0.13997308209959622,0.08124844391286967,0.6153219550853201,0.7873485868102288,-0.17202663172490873,0.34405326344981735
Colombia,DR Congo,0.8068147978710414,0.646830530401035,0.15998426747000638,0.1440494730125462,0.22639068564036224,-0.08234121262781605,0.0491357291164122,0.12677878395860287,-0.07764305484219067,0.3199685349400131
Uruguay,Cape Verde,0.8294019593243388,0.6697674418604651,0.1596345174638737,0.1278537201662452,0.2113488372093023,-0.08349511704305712,0.042744320509416,0.11888372093023256,-0.07613940042081656,0.3192690349277474
Switzerland,Canada,0.6021161791430616,0.4543429844097996,0.147773194733262,0.224983344423611,0.28062360801781744,-0.05564026359420643,0.1729004764333273,0.26503340757238314,-0.09213293113905585,0.2955463894665243
Argentina,Algeria,0.8147564413116778,0.6777905638665133,0.13696587744516453,0.1383679079727034,0.1997698504027618,-0.06140194243005839,0.0468756507156186,0.12243958573072497,-0.07556393501510637,0.2739317548903293
Scotland,Brazil,0.0512975306931656,0.1365434456417951,-0.0852459149486295,0.1475277123985995,0.19506206520256442,-0.047534352803964924,0.8011747569082348,0.6683944891556405,0.13278026775259433,0.26556053550518877
Scotland,Morocco,0.1273234159716084,0.18630112196887444,-0.05897770599726604,0.2041171863154212,0.2676438653637351,-0.06352667904831388,0.6685593977129703,0.5460550126673904,0.12250438504557992,0.24500877009115984
England,Ghana,0.8294019593243388,0.7081625046589639,0.12123945466537489,0.1278537201662452,0.1912038762579203,-0.0633501560916751,0.042744320509416,0.10063361908311592,-0.05788929857369993,0.24247890933074992
Uzbekistan,Colombia,0.0512975306931656,0.10044615000623985,-0.04914861931307425,0.1475277123985995,0.20302945214027207,-0.05550173974167258,0.8011747569082348,0.6965243978534881,0.10465035905474673,0.20930071810949358
Uruguay,Spain,0.2703948084055406,0.17784963621665317,0.09254517218888741,0.2507398323401557,0.24009700889248178,0.010642823447673894,0.4788653592543037,0.582053354890865,-0.10318799563656128,0.2063759912731226
Saudi Arabia,Uruguay,0.0817727707458631,0.13433250960129228,-0.05255973885542918,0.1746531321906337,0.2171657199097104,-0.042512587719076705,0.7435740970635032,0.6485017704889973,0.09507232657450593,0.1901446531490118
Belgium,Egypt,0.6749083253821612,0.5800611932687404,0.09484713211342077,0.2018690499581676,0.24094849566547683,-0.03907944570730923,0.1232226246596712,0.17899031106578275,-0.05576768640611156,0.18969426422684155
Argentina,Austria,0.6812242929797637,0.5866236905721192,0.09460060240764456,0.1995881760935918,0.2436744560838034,-0.044086279990211585,0.1191875309266444,0.16970185334407734,-0.050514322417432936,0.18920120481528907
Ghana,Panama,0.3841561260822734,0.4452054794520548,-0.0610493533697814,0.2583154078258801,0.28767123287671237,-0.029355825050832285,0.3575284660918464,0.2671232876712329,0.09040517842061352,0.1808103568412272
Portugal,DR Congo,0.8362703796851039,0.7472380793478649,0.08903230033723897,0.1229059548725203,0.16648988785469973,-0.04358393298217943,0.0408236654423756,0.08627203279743532,-0.04544836735505972,0.17806460067447813
Ivory Coast,Ecuador,0.3195101489859741,0.29641693811074915,0.023093210875224923,0.2565170329445302,0.33876221498371334,-0.08224518203918313,0.4239728180694956,0.3648208469055374,0.059151971163958206,0.16449036407836626
Panama,England,0.0417892340368262,0.08647906657515442,-0.044689832538328214,0.1253982423740724,0.1585449553877831,-0.033146713013710694,0.8328125235891013,0.7549759780370624,0.0778365455520389,0.1556730911040778
Tunisia,Netherlands,0.1034414440422117,0.1453287197231834,-0.0418872756809717,0.1899847331052478,0.22491349480968856,-0.03492876170444076,0.7065738228525404,0.629757785467128,0.07681603738541243,0.15363207477082488
